"","X.1","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","stateCode","state.name.x","state.name.y"
"11",11,160,"x859207003075432448","x1103425802996195328","2019-03-06 22:43:06","MrsMommaBearJ","I hadn't watched #PubDraw yet because I'm art illiterate but I'm stuck in bed with the flu so I pulled out my S-pen and gave it a try. It's.. not bad? @babsdraws &amp; @Marisha_Ray must be miracle workers or something because usually even my stick figures need work. https://t.co/1lqhPk982V","Twitter for Android",266,"","","",FALSE,FALSE,15,0,"PubDraw",NA,"","","","http://pbs.twimg.com/media/D1An6nNXcAA605R.jpg","https://t.co/1lqhPk982V","https://twitter.com/MrsMommaBearJ/status/1103425802996195328/photo/1","photo","http://pbs.twimg.com/media/D1An6nNXcAA605R.jpg","https://t.co/1lqhPk982V","https://twitter.com/MrsMommaBearJ/status/1103425802996195328/photo/1",NA,"x84899676 x126210634","babsdraws Marisha_Ray","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6ad5fc2baffd0f57.json","Cleveland","Cleveland, TN","city","United States","US","NA NA","NA NA","-84.945705 -84.786995 -84.786995 -84.945705 35.120064 35.120064 35.266608 35.266608","https://twitter.com/MrsMommaBearJ/status/1103425802996195328","Jenn","","Wife @Bloodfr0st . Mom x3. Feminist. Wannabe photographer. Geek. Gamer. Critter. Dungeon Master. Liberal. Bipolar with a side of anxiety. Exhausted.","",FALSE,16,62,0,151,3531,"2017-05-02 00:44:47",FALSE,"","","en","https://pbs.twimg.com/profile_banners/859207003075432448/1532059126","","http://pbs.twimg.com/profile_images/1087877444336525312/Ok-v8xMl_normal.jpg",35.193336,-84.86635,"TN","Tennessee","Tennessee"
"12",12,163,"x969614440516804608","x1103425324614864896","2019-03-06 22:41:12","yungbootystain","@zobestan @taylor_dawn19 I guess they wouldn’t🤔 I ain’t never had the flu no matter how much it’s been floating around so","Twitter for iPhone",96,"x1103424798254866433","x1020409433166352386","zobestan",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x1020409433166352386 x907235832","zobestan taylor_dawn19","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/418df753bbcfdcfb.json","Sachse","Sachse, TX","city","United States","US","NA NA","NA NA","-96.616514 -96.5569846 -96.5569846 -96.616514 32.941501 32.941501 33.0046332 33.0046332","https://twitter.com/yungbootystain/status/1103425324614864896","Bootystain Racha","McKinney, TX","I’m bout that fuckity fuck shit","",FALSE,75,118,1,2791,830,"2018-03-02 16:44:31",FALSE,"","","en","https://pbs.twimg.com/profile_banners/969614440516804608/1539462304","","http://pbs.twimg.com/profile_images/1051207133298126848/EEswNTHQ_normal.jpg",32.9730671,-96.5867493,"TX","Texas","Texas"
"13",13,168,"x928371164707205121","x1103421716049604613","2019-03-06 22:26:52","BridgetMickley","I’ve had the flu for the past two days and I’ve never felt so miserable. But finally when I checked my mail I had something to look forward to, my Morphe x Jeffree Star brushes finally came! I can’t wait to use them! @JeffreeStar @MorpheBrushes @shanedawson @Ryland_Adams https://t.co/5MiMICyTIf","Twitter for iPhone",271,"","","",FALSE,FALSE,1,0,"",NA,"","","","http://pbs.twimg.com/media/D1AkMahX0AYETaE.jpg","https://t.co/5MiMICyTIf","https://twitter.com/BridgetMickley/status/1103421716049604613/photo/1","photo","http://pbs.twimg.com/media/D1AkMahX0AYETaE.jpg","https://t.co/5MiMICyTIf","https://twitter.com/BridgetMickley/status/1103421716049604613/photo/1",NA,"x18236230 x330562657 x18588279 x40349450","JeffreeStar MorpheBrushes shanedawson Ryland_Adams","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/de599025180e2ee7.json","Ohio","Ohio, USA","admin","United States","US","NA NA","NA NA","-84.8203089 -80.518626 -80.518626 -84.8203089 38.403186 38.403186 42.327133 42.327133","https://twitter.com/BridgetMickley/status/1103421716049604613","Bridget Mickley","Ohio, USA","that’s the tea sis 🤷🏼‍♀️☕️","",FALSE,29,251,0,477,3067,"2017-11-08 21:18:28",FALSE,"","","en","https://pbs.twimg.com/profile_banners/928371164707205121/1510176270","","http://pbs.twimg.com/profile_images/995028986660048897/xgNPu3H5_normal.jpg",40.3651595,-82.66946745,"OH","Ohio","Ohio"
"14",14,183,"x503854093","x1103413419745730561","2019-03-06 21:53:54","JackalynIrene","Best way to lose weight before spring break: get the stomach flu 2 days before you leave 🙃🤢","Twitter for iPhone",91,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/da0b409f35f780db.json","Grand Forks","Grand Forks, ND","city","United States","US","NA NA","NA NA","-97.131525 -96.999601 -96.999601 -97.131525 47.86007 47.86007 47.954924 47.954924","https://twitter.com/JackalynIrene/status/1103413419745730561","•Jackalyn Irene•","","Oncology Nurse ❤️💉","",FALSE,404,457,3,3660,6562,"2012-02-26 02:08:03",FALSE,"","","en","https://pbs.twimg.com/profile_banners/503854093/1544453778","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1082009005323620354/MSAiP8hf_normal.jpg",47.907497,-97.065563,"ND","North Dakota","North Dakota"
"15",15,188,"x863201701","x1103411828313354246","2019-03-06 21:47:34","TinPotDickTator","@exjon @HLoveshaft @BenHowe There’s no such thing as the stomach flu. The flu is a respiratory virus. You have Norovirus or another gastrointestinal virus. You either ate at chipotle, took a cruise, or you could’ve come in contact with someone that had it","Twitter for iPad",227,"x1103410049706164229","x16930489","exjon",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x16930489 x1016774994876133376 x64088396","exjon HLoveshaft BenHowe","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/80eb17ffe368fc9a.json","Huntington Beach","Huntington Beach, CA","city","United States","US","NA NA","NA NA","-118.082615 -117.91485 -117.91485 -118.082615 33.6289907 33.6289907 33.756093 33.756093","https://twitter.com/TinPotDickTator/status/1103411828313354246","Low IQ w/Fragile Ego","People's Republic of CA","#ExGOP Ashamed of America being under an insane, toddler-brained white nationalist, Donald J Trump","",FALSE,711,1552,34,56370,1511,"2012-10-05 15:06:17",FALSE,"","","en","https://pbs.twimg.com/profile_banners/863201701/1398873734","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/815254400595677184/2U4JLU8z_normal.jpg",33.69254185,-117.9987325,"CA","California","California"
"16",16,200,"x1609911769","x1103405335237324800","2019-03-06 21:21:46","TaylorMorse__","I think I got the flu &amp; all I want is kage but he gotta work till 11 🤒😩","Twitter for iPhone",75,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6ffcf3b0b904bbcb.json","Kentucky","Kentucky, USA","admin","United States","US","NA NA","NA NA","-89.57151 -81.964971 -81.964971 -89.57151 36.497129 36.497129 39.147359 39.147359","https://twitter.com/TaylorMorse__/status/1103405335237324800","Taylor","Henderson, KY","","",FALSE,973,787,0,11848,17883,"2013-07-21 06:30:41",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1609911769/1551647113","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1097213262695989248/Y41dnc3n_normal.jpg",37.822244,-85.7682405,"KY","Kentucky","Kentucky"
"17",17,207,"x18601698","x1103403786645762052","2019-03-06 21:15:37","ohhaycassiek","I have so much to do but i’m scared to leave my room cause I think my mother has the stomach flu","Twitter for iPhone",96,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/c567a00616152df6.json","Rolling Meadows","Rolling Meadows, IL","city","United States","US","NA NA","NA NA","-88.069314 -87.987432 -87.987432 -88.069314 42.0080756 42.0080756 42.104369 42.104369","https://twitter.com/ohhaycassiek/status/1103403786645762052","cass","Haddonfield, IL","michael langdon’s bitch","",FALSE,897,987,13,93213,33672,"2009-01-04 13:21:55",FALSE,"","","en","https://pbs.twimg.com/profile_banners/18601698/1536790572","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1087135660224405506/qVAOjbFs_normal.jpg",42.0562223,-88.028373,"IL","Illinois","Illinois"
"18",18,247,"x17878200","x1103382380121743365","2019-03-06 19:50:33","sketchdan","@OfficialRezz I still remember you played a show in Orange County despite having the stomach flu and puking right before. You never let us down!","Twitter for iPhone",130,"x1103381567710347266","x2415428186","OfficialRezz",FALSE,FALSE,5,0,"",NA,"","","","","","","","","","",NA,"x2415428186","OfficialRezz","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/d33ae8dc83295778.json","Moorpark","Moorpark, CA","city","United States","US","NA NA","NA NA","-118.932832 -118.820164 -118.820164 -118.932832 34.257033 34.257033 34.309133 34.309133","https://twitter.com/sketchdan/status/1103382380121743365","d a n y o 🔜 Beyond Wonderland","Los Angeles, CA","cause you got me dreamin’ • #cultofrezz • ❮◆❯","https://t.co/9hqNSPUXad",FALSE,824,1256,23,10104,56233,"2008-12-04 20:41:27",FALSE,"https://t.co/9hqNSPUXad","http://Instagram.com/sketchdan","en","https://pbs.twimg.com/profile_banners/17878200/1539890765","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1052999217390661632/xIv3S6-Z_normal.jpg",34.283083,-118.876498,"CA","California","California"
"19",19,261,"x1595827242","x1103373620963885057","2019-03-06 19:15:45","nurse_roochew","A few people. By the end of our investigation there were three different city police dept involved.  This boy was at his grandmas with the flu telling my daughter he was with girls and they were on their way to shoot her.  
Just received the update. For our case...","Twitter for iPhone",265,"x1103373618715738117","x1595827242","nurse_roochew",FALSE,FALSE,1,1,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/e8ad2641c1cb666c.json","Arkansas","Arkansas, USA","admin","United States","US","NA NA","NA NA","-94.61771 -89.644838 -89.644838 -94.61771 33.004106 33.004106 36.499767 36.499767","https://twitter.com/nurse_roochew/status/1103373620963885057","💉JoniRN USThatter😷🇺🇸🇬🇧","Northwest Arkansas ","Mom, Registered Nurse, Lover of TT/GB followed by @GaryBarlow 6/22/16, fighting for LIFE! Headed to #gbsolo2018 with my kids for our #BucketListandBarlow  #BAOW","",FALSE,784,1461,9,10623,11884,"2013-07-15 13:29:20",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1595827242/1542308242","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1103355140076113920/Vg2p7xnz_normal.jpg",34.7519365,-92.131274,"AR","Arkansas","Arkansas"
"20",20,262,"x811646095499677696","x1103372191717097473","2019-03-06 19:10:04","ryerye_xo","me because I have the stomach flu https://t.co/G4pqDU4VSb","Twitter for iPhone",33,"","","",FALSE,FALSE,0,0,"",NA,"","","","http://pbs.twimg.com/tweet_video_thumb/D0_3J-LW0AA6uuB.jpg","https://t.co/G4pqDU4VSb","https://twitter.com/ryerye_xo/status/1103372191717097473/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0_3J-LW0AA6uuB.jpg","https://t.co/G4pqDU4VSb","https://twitter.com/ryerye_xo/status/1103372191717097473/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/006074a34e8c361f.json","Montville","Montville, CT","city","United States","US","NA NA","NA NA","-72.233951 -72.07166 -72.07166 -72.233951 41.4212838 41.4212838 41.511768 41.511768","https://twitter.com/ryerye_xo/status/1103372191717097473","Rylee","Connecticut, USA","🌼| sc: ecerye|","https://t.co/IrzqJquazb",FALSE,69,258,0,1155,1482,"2016-12-21 18:54:43",FALSE,"https://t.co/IrzqJquazb","https://vsco.co/ryleeingelsby","en","https://pbs.twimg.com/profile_banners/811646095499677696/1527038620","","http://pbs.twimg.com/profile_images/1077317599963369473/LT3nDhbS_normal.jpg",41.4665259,-72.1528055,"CT","Connecticut","Connecticut"
"21",21,263,"x23626181","x1103372147060293632","2019-03-06 19:09:54","RadioJeffMiles","A couple days ago Amelia was missing one of her little friends at school who has been out with the flu so she wrote her this note 😊 only one word spelled wrong! Hahaha @ University Park,… https://t.co/HkbknW0l8Y","Instagram",211,"","","",FALSE,FALSE,4,1,"",NA,"instagram.com/p/BurZa6BFiE0/…","https://t.co/HkbknW0l8Y","https://www.instagram.com/p/BurZa6BFiE0/?utm_source=ig_twitter_share&igshid=g6v0s5jdtk2f","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/f90baaeac804e75f.json","University Park","University Park, TX","city","United States","US","32.84536 -96.79699","-96.79699 32.84536","-96.815054 -96.7710486 -96.7710486 -96.815054 32.8365233 32.8365233 32.865496 32.865496","https://twitter.com/RadioJeffMiles/status/1103372147060293632","Jeff Miles","ÜT: 40.743214,-73.997225","host of Miles In The Morning on 98.7 KLUV Dallas/Ft Worth Texas","https://t.co/ppJVy8yR2Y",FALSE,3087,3424,41,13020,1035,"2009-03-10 18:14:36",FALSE,"https://t.co/ppJVy8yR2Y","http://www.facebook.com/jeffmilesradio","en","https://pbs.twimg.com/profile_banners/23626181/1543451528","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1067939198290849794/yct2B0WG_normal.jpg",32.84536,-96.79699,"TX","Texas","Texas"
"22",22,270,"x1026513538959859721","x1103366809078644736","2019-03-06 18:48:41","prolifebandito","Me after my mom tells me how she got the flu even though she got the vaccine https://t.co/ORYRIjQvl6","Twitter for iPhone",76,"","","",FALSE,FALSE,1,1,"",NA,"","","","http://pbs.twimg.com/tweet_video_thumb/D0_yQZ5WoAAH6jM.jpg","https://t.co/ORYRIjQvl6","https://twitter.com/prolifebandito/status/1103366809078644736/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0_yQZ5WoAAH6jM.jpg","https://t.co/ORYRIjQvl6","https://twitter.com/prolifebandito/status/1103366809078644736/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/c7ef5f3368b68777.json","Baton Rouge","Baton Rouge, LA","city","United States","US","NA NA","NA NA","-91.218994 -90.962605 -90.962605 -91.218994 30.354161 30.354161 30.5640391 30.5640391","https://twitter.com/prolifebandito/status/1103366809078644736","CatholicBandito ☧ 🏴","Everywhere","Abortion is violence and I’m angry af ✊🏼✊🏽✊🏾 #BrokeAssVegan 🌱 | ACAB | Anarcho-Catholic | Chaotic Good | Pro-Liberation | Staunch Vagrant","",FALSE,237,575,5,3837,3697,"2018-08-06 17:01:14",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1026513538959859721/1551372647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099492106886881280/HbK36p13_normal.jpg",30.45910005,-91.0907995,"LA","Louisiana","Louisiana"
"23",23,272,"x140549061","x1103365437537034240","2019-03-06 18:43:14","kristen_mayhew","The stomach flu is no fucking joke. Any tips on how I can feel less shitty?","Twitter for iPhone",75,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/f33f520be81a525c.json","Boardman","Boardman, OH","city","United States","US","NA NA","NA NA","-80.71159 -80.603596 -80.603596 -80.71159 40.970454 40.970454 41.061426 41.061426","https://twitter.com/kristen_mayhew/status/1103365437537034240","k","Ohio, USA","","",FALSE,539,444,1,4287,4013,"2010-05-05 19:53:53",FALSE,"","","en","https://pbs.twimg.com/profile_banners/140549061/1477243904","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1097975845464039424/P0fueQmc_normal.jpg",41.01594,-80.657593,"OH","Ohio","Ohio"
"24",24,280,"x25914663","x1103363148264996864","2019-03-06 18:34:08","spw12","@Kian I’ve been home sick with the flu and started watching #ZacandMia. All I can say is WOW! Such a good show and you are such an incredible actor!","Twitter for iPhone",148,"","x3190169365","Kian",FALSE,FALSE,0,0,"ZacandMia",NA,"","","","","","","","","","",NA,"x3190169365","Kian","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/01005f5d2939ad8d.json","Dwale","Dwale, KY","city","United States","US","NA NA","NA NA","-82.733442 -82.702009 -82.702009 -82.733442 37.6168 37.6168 37.633692 37.633692","https://twitter.com/spw12/status/1103363148264996864","Samantha 🌐","","26. Jesus. Concerts. UK MSW.","",FALSE,511,583,8,18640,8048,"2009-03-23 00:22:09",FALSE,"","","en","https://pbs.twimg.com/profile_banners/25914663/1532375714","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1021483769184825344/kTFkvD3Y_normal.jpg",37.625246,-82.7177255,"KY","Kentucky","Kentucky"
"25",25,282,"x872769666","x1103361219833024518","2019-03-06 18:26:28","TyraTomaro","Being sick with the flu while taking care of your kid with the flu is literally one of the most challenging things I’ve experienced in motherhood so far","Twitter for iPhone",152,"","","",FALSE,FALSE,8,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/c777b45fa7b82290.json","Clarksburg","Clarksburg, WV","city","United States","US","NA NA","NA NA","-80.3818078 -80.2775723 -80.2775723 -80.3818078 39.262118 39.262118 39.3139763 39.3139763","https://twitter.com/TyraTomaro/status/1103361219833024518","Tyra ♋","West Virginia, USA","","",FALSE,1149,641,1,23585,14604,"2012-10-11 01:13:00",FALSE,"","","en","https://pbs.twimg.com/profile_banners/872769666/1551587020","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1097561933979488257/xCwZlkGs_normal.jpg",39.28804715,-80.32969005,"WV","West Virginia","West Virginia"
"26",26,284,"x192997844","x1103359942612975617","2019-03-06 18:21:24","MissNicollet","Unfortunately I’m down with the flu coupled with a respiratory track infection. On the path to recovery but I'm not fully there yet to play. It was a tough decision but I have to withdraw from the event. I was looking forward to the @SiGChamp! Sending my best wishes. @ROAD2LPGA","Twitter for iPhone",278,"","","",FALSE,FALSE,35,2,"",NA,"","","","","","","","","","",NA,"x1062872326566490112 x38442506","SiGChamp ROAD2LPGA","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/01931c017c8730a9.json","Clermont","Clermont, FL","city","United States","US","NA NA","NA NA","-81.784442 -81.682081 -81.682081 -81.784442 28.492504 28.492504 28.5838351 28.5838351","https://twitter.com/MissNicollet/status/1103359942612975617","Sharmila Nicollet","Out of my suitcase","Indian professional golfer on LET & Symetra tour⛳️ Fitness freak|Petrol head| IG- sharmilanicollet I came out of the womb missing the concept of diplomacy.","https://t.co/NFvPn398aB",FALSE,446417,284,184,5277,1776,"2010-09-20 18:26:19",TRUE,"https://t.co/NFvPn398aB","http://www.sharmilanicollet.com","en","https://pbs.twimg.com/profile_banners/192997844/1533693968","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1027014313540771840/4c3WkROC_normal.jpg",28.53816955,-81.7332615,"FL","Florida","Florida"
"27",27,305,"x2180339808","x1103350534138781702","2019-03-06 17:44:01","MarcMHerman","#antivaxx  So the flu vaccine might actually reduce the chance of autism in children of mothers who had the flu while pregnant. https://t.co/k5nTz10bvu","Twitter for iPhone",151,"","","",FALSE,FALSE,0,0,"antivaxx",NA,"www-m.cnn.com/2019/03/06/hea…","https://t.co/k5nTz10bvu","https://www-m.cnn.com/2019/03/06/health/autism-depression-infection-in-utero-study/index.html?r=https%3A%2F%2Fl.facebook.com%2Fl.php%3Fu%3Dhttps%253A%252F%252Fwww.cnn.com%252F2019%252F03%252F06%252Fhealth%252Fautism-depression-infection-in-utero-study%252Findex.html%26h%3DAT2MiHb-ft7j54b0sI8bYsJKTCfDyuowYMTsg6on50zIDm4D4W87shvuB77tZPJb01GUIspm4YCXW63u8sxg53mtKV2gyzWya2ERPTX8CCOvo69bogTjS-Yd7a3AeXUR","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a592bd6ceb1319f7.json","San Diego","San Diego, CA","city","United States","US","NA NA","NA NA","-117.282538 -116.9274403 -116.9274403 -117.282538 32.53962 32.53962 33.0804044 33.0804044","https://twitter.com/MarcMHerman/status/1103350534138781702","The_Hermanator","Oceanside, CA","","",FALSE,48,168,0,414,1492,"2013-11-07 15:43:59",FALSE,"","","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000707456054/d09fc09390a480047df221b3904a1e50_normal.jpeg",32.8100122,-117.10498915,"CA","California","California"
"28",28,333,"x2375760078","x1103334434349215745","2019-03-06 16:40:02","MariaPianelli","Day 8 with the flu: am I better yet?","Twitter for iPhone",36,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","NA NA","NA NA","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483","https://twitter.com/MariaPianelli/status/1103334434349215745","Maria Christina","Somewhere on the 6 train","Writer, whirlwind, weirdo. Tech PR. Forever pretending I live in the 60s. Peak Leo. Opinions are mine.","",FALSE,430,1133,20,5507,6427,"2014-03-06 18:45:47",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2375760078/1465527943","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/964953844319948800/zNqzHmqO_normal.jpg",40.780709,-73.9685415,"NY","New York","New York"
"29",29,334,"x2375760078","x1102976951202078720","2019-03-05 16:59:32","MariaPianelli","I’ve officially had the flu for a week now. And I’ve officially been on bed rest for three days. And I’m so goddamn bored.","Twitter for iPhone",122,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","NA NA","NA NA","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483","https://twitter.com/MariaPianelli/status/1102976951202078720","Maria Christina","Somewhere on the 6 train","Writer, whirlwind, weirdo. Tech PR. Forever pretending I live in the 60s. Peak Leo. Opinions are mine.","",FALSE,430,1133,20,5507,6427,"2014-03-06 18:45:47",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2375760078/1465527943","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/964953844319948800/zNqzHmqO_normal.jpg",40.780709,-73.9685415,"NY","New York","New York"
"30",30,343,"x1260464376","x1103329014775574528","2019-03-06 16:18:30","kassieee13","Really enjoy how the lady who sits 5ft away from me came to work with the flu. Thanks so much 🙃","Twitter for iPhone",95,"","","",FALSE,FALSE,1,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/4980bc1544652d22.json","Ogden","Ogden, UT","city","United States","US","NA NA","NA NA","-112.025874 -111.904265 -111.904265 -112.025874 41.149594 41.149594 41.286003 41.286003","https://twitter.com/kassieee13/status/1103329014775574528","kassandra","Wiesbaden, Hessen","☀️💫🌻🌟🌙🐝🌼","",FALSE,278,103,1,15116,151094,"2013-03-11 21:43:35",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1260464376/1550373406","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1102072443336777728/8IfK0b5u_normal.jpg",41.2177985,-111.9650695,"UT","Utah","Utah"
